Sample	Type	Group	Chr	Ratio	Mapped	Total
PlasmaY2	Plasma	Young	chr10	0.109	2838651	26033065
PlasmaY2	Plasma	Young	chr11	0.0433	1126730	26033065
PlasmaY2	Plasma	Young	chr12	0.056	1458028	26033065
PlasmaY2	Plasma	Young	chr13	0.0336	875801	26033065
PlasmaY2	Plasma	Young	chr14	0.0276	719145	26033065
PlasmaY2	Plasma	Young	chr15	0.0662	1724256	26033065
PlasmaY2	Plasma	Young	chr16	0.095	2471886	26033065
PlasmaY2	Plasma	Young	chr17	0.0491	1277839	26033065
PlasmaY2	Plasma	Young	chr18	0.064	1665968	26033065
PlasmaY2	Plasma	Young	chr19	0.0353	918141	26033065
PlasmaY2	Plasma	Young	chrM	0.0216	563221	26033065
PlasmaY2	Plasma	Young	chrX	0.0105	272896	26033065
PlasmaY2	Plasma	Young	chrY	0.142	3697119	26033065
PlasmaY2	Plasma	Young	UnMapped	0.44830000000000003	21152579	26033065
PlasmaY3	Plasma	Young	chr1	0.0472	3585701	75935822
PlasmaY3	Plasma	Young	chr2	0.0137	1041029	75935822
PlasmaY3	Plasma	Young	chr3	0.0089	674520	75935822
PlasmaY3	Plasma	Young	chr4	0.0868	6588969	75935822
PlasmaY3	Plasma	Young	chr5	0.0188	1430187	75935822
PlasmaY3	Plasma	Young	chr6	0.0074	564327	75935822
PlasmaY3	Plasma	Young	chr7	0.029	2203487	75935822
PlasmaY3	Plasma	Young	chr8	0.0243	1845302	75935822
PlasmaY3	Plasma	Young	chr9	0.0509	3862092	75935822
PlasmaY3	Plasma	Young	chr10	0.0088	671747	75935822
PlasmaY3	Plasma	Young	chr11	0.0147	1117248	75935822
PlasmaY3	Plasma	Young	chr12	0.005	378972	75935822
PlasmaY3	Plasma	Young	chr13	0.0519	3941553	75935822
PlasmaY3	Plasma	Young	chr14	0.0071	536422	75935822
PlasmaY3	Plasma	Young	chr15	0.0041	308982	75935822
PlasmaY3	Plasma	Young	chr16	0.0063	476195	75935822
PlasmaY3	Plasma	Young	chr17	0.1475	11199797	75935822
PlasmaY3	Plasma	Young	chr18	0.0052	396769	75935822
PlasmaY3	Plasma	Young	chr19	0.0012	94519	75935822
PlasmaY3	Plasma	Young	chrM	0.3889	29528256	75935822
PlasmaY3	Plasma	Young	chrX	0.2167	16457666	75935822
PlasmaY3	Plasma	Young	chrY	0.0309	2345197	75935822
PlasmaY3	Plasma	Young	UnMapped	0.02400000000000002	1870204	75935822
PlasmaY4	Plasma	Young	chr1	0.239	9503591	39770133
PlasmaY4	Plasma	Young	chr2	0.0585	2325959	39770133
PlasmaY4	Plasma	Young	chr3	0.0519	2066033	39770133
PlasmaY4	Plasma	Young	chr4	0.0428	1702522	39770133
PlasmaY4	Plasma	Young	chr5	0.0286	1135912	39770133
PlasmaY4	Plasma	Young	chr6	0.0377	1500531	39770133
PlasmaY4	Plasma	Young	chr7	0.0277	1101324	39770133
PlasmaY4	Plasma	Young	chr8	0.0647	2572999	39770133
PlasmaY4	Plasma	Young	chr9	0.0513	2040643	39770133
PlasmaY4	Plasma	Young	chr10	0.0406	1614018	39770133
PlasmaY4	Plasma	Young	chr11	0.03	1193642	39770133
PlasmaY4	Plasma	Young	chr12	0.0103	409125	39770133
PlasmaY4	Plasma	Young	chr13	0.113	4492899	39770133
PlasmaY4	Plasma	Young	chr14	0.0171	678834	39770133
PlasmaY4	Plasma	Young	chr15	0.0096	383549	39770133
PlasmaY4	Plasma	Young	chr16	0.2539	10097386	39770133
PlasmaY4	Plasma	Young	chr17	0.0609	2421211	39770133
PlasmaY4	Plasma	Young	chr18	0.0134	533703	39770133
PlasmaY4	Plasma	Young	chr19	0.0112	445674	39770133
PlasmaY4	Plasma	Young	chrM	0.0252	1000546	39770133
PlasmaY4	Plasma	Young	chrX	0.0157	623747	39770133
PlasmaY4	Plasma	Young	chrY	0.0114	452775	39770133
PlasmaY4	Plasma	Young	UnMapped	0.16479999999999995	7850093	39770133
PlasmaY5	Plasma	Young	chr1	0.0335	2908261	86818052
PlasmaY5	Plasma	Young	chr2	0.0149	1289319	86818052
PlasmaY5	Plasma	Young	chr3	0.037	3210105	86818052
PlasmaY5	Plasma	Young	chr4	0.0128	1110118	86818052
PlasmaY5	Plasma	Young	chr5	0.0163	1416104	86818052
PlasmaY5	Plasma	Young	chr6	0.0233	2025484	86818052
PlasmaY5	Plasma	Young	chr7	0.0278	2409701	86818052
PlasmaY5	Plasma	Young	chr8	0.0207	1794337	86818052
PlasmaY5	Plasma	Young	chr9	0.6068	52677279	86818052
PlasmaY5	Plasma	Young	chr10	0.0175	1515864	86818052
PlasmaY5	Plasma	Young	chr11	0.0304	2638257	86818052
PlasmaY5	Plasma	Young	chr12	0.0422	3664048	86818052
PlasmaY5	Plasma	Young	chr13	0.0688	5969164	86818052
PlasmaY5	Plasma	Young	chr14	0.0338	2932006	86818052
PlasmaY5	Plasma	Young	chr15	0.0134	1160849	86818052
PlasmaY5	Plasma	Young	chr16	0.0309	2683428	86818052
PlasmaY5	Plasma	Young	chr17	0.0067	582350	86818052
PlasmaY5	Plasma	Young	chr18	0.0117	1012165	86818052
PlasmaY5	Plasma	Young	chr19	0.0104	905719	86818052
PlasmaY5	Plasma	Young	chrM	0.0004	37499	86818052
PlasmaY5	Plasma	Young	chrX	0.012	1044137	86818052
PlasmaY5	Plasma	Young	chrY	0.0158	1372254	86818052
PlasmaY5	Plasma	Young	UnMapped	0.10350000000000004	10027094	86818052
PlasmaY6	Plasma	Young	chr1	0.1069	6682413	62538455
PlasmaY6	Plasma	Young	chr2	0.0243	1522144	62538455
PlasmaY6	Plasma	Young	chr3	0.033	2065938	62538455
PlasmaY6	Plasma	Young	chr4	0.0457	2854901	62538455
PlasmaY6	Plasma	Young	chr5	0.0316	1977275	62538455
PlasmaY6	Plasma	Young	chr6	0.0961	6008617	62538455
PlasmaY6	Plasma	Young	chr7	0.0129	807453	62538455
PlasmaY6	Plasma	Young	chr8	0.0215	1342263	62538455
PlasmaY6	Plasma	Young	chr9	0.0159	995454	62538455
PlasmaY6	Plasma	Young	chr10	0.0145	904585	62538455
PlasmaY6	Plasma	Young	chr11	0.1427	8921891	62538455
PlasmaY6	Plasma	Young	chr12	0.0347	2168102	62538455
PlasmaY6	Plasma	Young	chr13	0.0136	851073	62538455
PlasmaY6	Plasma	Young	chr14	0.0164	1022563	62538455
PlasmaY6	Plasma	Young	chr15	0.0083	517903	62538455
PlasmaY6	Plasma	Young	chr16	0.0065	408278	62538455
PlasmaY6	Plasma	Young	chr17	0.0164	1023953	62538455
PlasmaY6	Plasma	Young	chr18	0.0179	1118970	62538455
PlasmaY6	Plasma	Young	chr19	0.0075	470992	62538455
PlasmaY6	Plasma	Young	chrM	0.438	27394699	62538455
PlasmaY6	Plasma	Young	chrX	0.0048	297543	62538455
PlasmaY6	Plasma	Young	chrY	0.0314	1961984	62538455
PlasmaY6	Plasma	Young	UnMapped	0.08909999999999996	6116931	62538455
PlasmaY7	Plasma	Young	chr1	0.0681	6291479	92393420
PlasmaY7	Plasma	Young	chr2	0.0106	977785	92393420
PlasmaY7	Plasma	Young	chr3	0.0047	433119	92393420
PlasmaY7	Plasma	Young	chr4	0.0045	413411	92393420
PlasmaY7	Plasma	Young	chr5	0.3068	28349047	92393420
PlasmaY7	Plasma	Young	chr6	0.0158	1458763	92393420
PlasmaY7	Plasma	Young	chr7	0.004	369242	92393420
PlasmaY7	Plasma	Young	chr8	0.0596	5507791	92393420
PlasmaY7	Plasma	Young	chr9	0.0029	266765	92393420
PlasmaY7	Plasma	Young	chr10	0.0083	765832	92393420
PlasmaY7	Plasma	Young	chr11	0.017	1573427	92393420
PlasmaY7	Plasma	Young	chr12	0.0021	190445	92393420
PlasmaY7	Plasma	Young	chr13	0.0168	1551963	92393420
PlasmaY7	Plasma	Young	chr14	0.0023	216559	92393420
PlasmaY7	Plasma	Young	chr15	0.0112	1037254	92393420
PlasmaY7	Plasma	Young	chr16	0.0054	503188	92393420
PlasmaY7	Plasma	Young	chr17	0.012	1111508	92393420
PlasmaY7	Plasma	Young	chr18	0.0079	727110	92393420
PlasmaY7	Plasma	Young	chr19	0.0024	220831	92393420
PlasmaY7	Plasma	Young	chrM	0.5707	52729420	92393420
PlasmaY7	Plasma	Young	chrX	0.0013	118841	92393420
PlasmaY7	Plasma	Young	chrY	0.0066	605230	92393420
PlasmaY7	Plasma	Young	UnMapped	0.03749999999999998	3597954	92393420
